,label
2035,entailment
2036,contradiction
2037,neutral
2038,neutral
2039,neutral
2040,neutral
2041,contradiction
2042,entailment
2043,entailment
2044,neutral
2045,contradiction
2046,neutral
2047,contradiction
2048,entailment
2049,contradiction
2050,entailment
2051,contradiction
2052,entailment
2053,neutral
2054,entailment
2055,contradiction
2056,neutral
2057,contradiction
2058,neutral
2059,neutral
2060,contradiction
2061,contradiction
2062,contradiction
2063,contradiction
2064,contradiction
2065,entailment
2066,entailment
2067,entailment
2068,neutral
2069,entailment
2070,entailment
2071,contradiction
2072,neutral
2073,entailment
2074,contradiction
2075,neutral
2076,entailment
2077,contradiction
2078,contradiction
2079,entailment
2080,contradiction
2081,neutral
2082,entailment
2083,contradiction
2084,entailment
2085,neutral
2086,contradiction
2087,neutral
2088,entailment
2089,contradiction
2090,entailment
2091,entailment
2092,entailment
2093,neutral
2094,entailment
2095,contradiction
2096,entailment
2097,entailment
2098,neutral
2099,contradiction
2100,entailment
2101,entailment
2102,contradiction
2103,contradiction
2104,entailment
2105,entailment
2106,contradiction
2107,contradiction
2108,contradiction
2109,entailment
2110,neutral
2111,entailment
2112,neutral
2113,neutral
2114,contradiction
2115,entailment
2116,contradiction
2117,neutral
2118,contradiction
2119,neutral
2120,neutral
2121,contradiction
2122,entailment
2123,entailment
2124,neutral
2125,contradiction
2126,neutral
2127,contradiction
2128,entailment
2129,entailment
2130,contradiction
2131,contradiction
2132,contradiction
2133,entailment
2134,neutral
2135,entailment
2136,contradiction
2137,neutral
2138,neutral
2139,entailment
2140,entailment
2141,entailment
2142,neutral
2143,neutral
2144,neutral
2145,neutral
2146,neutral
2147,entailment
2148,entailment
2149,entailment
2150,entailment
2151,contradiction
2152,contradiction
2153,entailment
2154,neutral
2155,contradiction
2156,neutral
2157,entailment
2158,contradiction
2159,entailment
2160,contradiction
2161,neutral
2162,neutral
2163,contradiction
2164,contradiction
2165,entailment
2166,entailment
2167,contradiction
2168,contradiction
2169,neutral
2170,contradiction
2171,entailment
2172,neutral
2173,contradiction
2174,contradiction
2175,contradiction
2176,neutral
2177,entailment
2178,entailment
2179,contradiction
2180,neutral
2181,entailment
2182,entailment
2183,neutral
2184,contradiction
2185,contradiction
2186,neutral
2187,contradiction
2188,entailment
2189,entailment
2190,neutral
2191,contradiction
2192,entailment
2193,contradiction
2194,contradiction
2195,contradiction
2196,neutral
2197,neutral
2198,neutral
2199,neutral
2200,neutral
2201,neutral
2202,contradiction
2203,neutral
2204,contradiction
2205,contradiction
2206,contradiction
2207,contradiction
2208,entailment
2209,neutral
2210,neutral
2211,entailment
2212,contradiction
2213,neutral
2214,neutral
2215,entailment
2216,contradiction
2217,neutral
2218,contradiction
2219,entailment
2220,entailment
2221,neutral
2222,entailment
2223,contradiction
2224,entailment
2225,contradiction
2226,contradiction
2227,neutral
2228,neutral
2229,entailment
2230,entailment
2231,contradiction
2232,contradiction
2233,neutral
2234,neutral
2235,entailment
2236,contradiction
2237,neutral
2238,contradiction
2239,contradiction
2240,contradiction
2241,neutral
2242,entailment
2243,contradiction
2244,contradiction
2245,neutral
2246,entailment
2247,entailment
2248,entailment
2249,entailment
2250,neutral
2251,contradiction
2252,contradiction
2253,entailment
2254,contradiction
2255,neutral
2256,entailment
2257,contradiction
2258,entailment
2259,neutral
2260,entailment
2261,neutral
2262,entailment
2263,contradiction
2264,entailment
2265,contradiction
2266,entailment
2267,entailment
2268,entailment
2269,neutral
2270,neutral
2271,neutral
2272,contradiction
2273,contradiction
2274,entailment
2275,entailment
2276,entailment
2277,entailment
2278,contradiction
2279,contradiction
2280,contradiction
2281,contradiction
2282,entailment
2283,contradiction
2284,contradiction
2285,entailment
2286,neutral
2287,entailment
2288,contradiction
2289,contradiction
2290,contradiction
2291,contradiction
2292,entailment
2293,neutral
2294,contradiction
2295,contradiction
2296,contradiction
2297,entailment
2298,neutral
2299,entailment
2300,contradiction
2301,contradiction
2302,entailment
2303,neutral
2304,contradiction
2305,entailment
2306,neutral
2307,entailment
2308,neutral
2309,entailment
2310,contradiction
2311,entailment
2312,entailment
2313,entailment
2314,entailment
2315,entailment
2316,neutral
2317,entailment
2318,neutral
2319,contradiction
2320,contradiction
2321,contradiction
2322,neutral
2323,entailment
2324,contradiction
2325,entailment
2326,entailment
2327,contradiction
2328,contradiction
2329,neutral
2330,entailment
2331,entailment
2332,contradiction
2333,neutral
2334,neutral
2335,entailment
2336,contradiction
2337,entailment
2338,contradiction
2339,entailment
2340,neutral
2341,neutral
2342,entailment
2343,neutral
2344,neutral
2345,neutral
2346,entailment
2347,contradiction
2348,neutral
2349,neutral
2350,neutral
2351,neutral
2352,contradiction
2353,neutral
2354,entailment
2355,entailment
2356,neutral
2357,entailment
2358,neutral
2359,contradiction
2360,entailment
2361,neutral
2362,entailment
2363,neutral
2364,neutral
2365,entailment
2366,neutral
2367,neutral
2368,neutral
2369,entailment
2370,neutral
2371,neutral
2372,neutral
2373,contradiction
2374,contradiction
2375,neutral
2376,entailment
2377,entailment
2378,contradiction
2379,entailment
2380,neutral
2381,entailment
2382,entailment
2383,contradiction
2384,neutral
2385,contradiction
2386,neutral
2387,contradiction
2388,entailment
2389,neutral
2390,contradiction
2391,contradiction
2392,contradiction
2393,entailment
2394,neutral
2395,neutral
2396,neutral
2397,neutral
2398,neutral
2399,neutral
2400,entailment
2401,entailment
2402,entailment
2403,neutral
2404,entailment
2405,entailment
2406,contradiction
2407,entailment
2408,entailment
2409,neutral
2410,neutral
2411,contradiction
2412,neutral
2413,entailment
2414,contradiction
2415,contradiction
2416,entailment
2417,contradiction
2418,entailment
2419,neutral
2420,contradiction
2421,entailment
2422,entailment
2423,contradiction
2424,entailment
2425,entailment
2426,entailment
2427,contradiction
2428,neutral
2429,entailment
2430,contradiction
2431,entailment
2432,neutral
2433,entailment
2434,entailment
2435,contradiction
2436,contradiction
2437,entailment
2438,contradiction
2439,neutral
2440,neutral
2441,neutral
2442,entailment
2443,contradiction
2444,neutral
2445,neutral
2446,entailment
2447,neutral
2448,contradiction
2449,contradiction
2450,neutral
2451,neutral
2452,contradiction
2453,contradiction
2454,entailment
2455,neutral
2456,entailment
2457,contradiction
2458,neutral
2459,contradiction
2460,neutral
2461,neutral
2462,neutral
2463,entailment
2464,contradiction
2465,neutral
2466,contradiction
2467,entailment
2468,neutral
2469,contradiction
2470,entailment
2471,neutral
2472,entailment
2473,neutral
2474,contradiction
2475,contradiction
2476,entailment
2477,contradiction
2478,contradiction
2479,neutral
2480,entailment
2481,entailment
2482,entailment
2483,entailment
2484,contradiction
2485,contradiction
2486,contradiction
2487,entailment
2488,contradiction
2489,contradiction
2490,neutral
2491,neutral
2492,neutral
2493,entailment
2494,neutral
2495,neutral
2496,entailment
2497,entailment
2498,entailment
2499,contradiction
2500,contradiction
2501,contradiction
2502,neutral
2503,neutral
2504,neutral
2505,neutral
2506,contradiction
2507,contradiction
2508,neutral
2509,contradiction
2510,neutral
2511,entailment
2512,entailment
2513,entailment
2514,entailment
2515,neutral
2516,neutral
2517,neutral
2518,entailment
2519,contradiction
2520,entailment
2521,contradiction
2522,contradiction
2523,contradiction
2524,contradiction
2525,entailment
2526,entailment
2527,contradiction
2528,entailment
2529,contradiction
2530,entailment
2531,contradiction
2532,neutral
2533,entailment
2534,neutral
2535,entailment
2536,entailment
2537,entailment
2538,entailment
2539,entailment
2540,entailment
2541,entailment
2542,contradiction
2543,entailment
2544,contradiction
2545,contradiction
2546,contradiction
2547,neutral
2548,entailment
2549,neutral
2550,entailment
2551,neutral
2552,neutral
2553,entailment
2554,contradiction
2555,neutral
2556,neutral
2557,contradiction
2558,entailment
2559,contradiction
2560,neutral
2561,entailment
2562,entailment
2563,neutral
2564,neutral
2565,neutral
2566,contradiction
2567,contradiction
2568,entailment
2569,neutral
2570,neutral
2571,contradiction
2572,neutral
2573,entailment
2574,entailment
2575,entailment
2576,contradiction
2577,entailment
2578,neutral
2579,entailment
2580,neutral
2581,entailment
2582,entailment
2583,contradiction
2584,contradiction
2585,contradiction
2586,contradiction
2587,entailment
2588,contradiction
2589,contradiction
2590,contradiction
2591,neutral
2592,contradiction
2593,neutral
2594,contradiction
2595,entailment
2596,contradiction
2597,contradiction
2598,neutral
2599,neutral
2600,contradiction
2601,entailment
2602,neutral
2603,contradiction
2604,neutral
2605,contradiction
2606,contradiction
2607,contradiction
2608,entailment
2609,contradiction
2610,entailment
2611,contradiction
2612,contradiction
2613,entailment
2614,neutral
2615,entailment
2616,contradiction
2617,neutral
2618,entailment
2619,entailment
2620,entailment
2621,entailment
2622,entailment
2623,contradiction
2624,entailment
2625,contradiction
2626,contradiction
2627,entailment
2628,contradiction
2629,entailment
2630,neutral
2631,entailment
2632,contradiction
2633,contradiction
2634,neutral
2635,neutral
2636,contradiction
2637,contradiction
2638,contradiction
2639,contradiction
2640,entailment
2641,contradiction
2642,entailment
2643,entailment
2644,neutral
2645,neutral
2646,neutral
2647,neutral
2648,contradiction
2649,entailment
2650,contradiction
2651,entailment
2652,entailment
2653,entailment
2654,neutral
2655,neutral
2656,entailment
2657,contradiction
2658,contradiction
2659,neutral
2660,entailment
2661,contradiction
2662,neutral
2663,entailment
2664,neutral
2665,neutral
2666,neutral
2667,entailment
2668,neutral
2669,contradiction
2670,neutral
2671,entailment
2672,contradiction
2673,entailment
2674,contradiction
2675,entailment
2676,neutral
2677,entailment
2678,entailment
2679,entailment
2680,entailment
2681,entailment
2682,entailment
2683,neutral
2684,neutral
2685,neutral
2686,contradiction
2687,contradiction
2688,neutral
2689,entailment
2690,contradiction
2691,contradiction
2692,neutral
2693,neutral
2694,neutral
2695,neutral
2696,neutral
2697,neutral
2698,neutral
2699,contradiction
2700,neutral
2701,contradiction
2702,contradiction
2703,neutral
2704,neutral
2705,entailment
2706,contradiction
2707,entailment
2708,contradiction
2709,entailment
2710,neutral
2711,contradiction
2712,entailment
2713,contradiction
2714,entailment
2715,contradiction
2716,neutral
2717,contradiction
2718,neutral
2719,neutral
2720,neutral
2721,entailment
2722,contradiction
2723,entailment
2724,neutral
2725,neutral
2726,contradiction
2727,entailment
2728,entailment
2729,neutral
2730,neutral
2731,neutral
2732,neutral
2733,contradiction
2734,neutral
2735,neutral
2736,entailment
2737,contradiction
2738,entailment
2739,contradiction
2740,entailment
2741,contradiction
2742,entailment
2743,neutral
2744,contradiction
2745,contradiction
2746,neutral
2747,neutral
2748,entailment
2749,entailment
2750,entailment
2751,contradiction
2752,neutral
2753,neutral
2754,contradiction
2755,neutral
2756,neutral
2757,entailment
2758,entailment
2759,contradiction
2760,neutral
2761,neutral
2762,neutral
2763,entailment
2764,entailment
2765,neutral
2766,neutral
2767,neutral
2768,neutral
2769,entailment
2770,contradiction
2771,contradiction
2772,neutral
2773,neutral
2774,contradiction
2775,contradiction
2776,contradiction
2777,contradiction
2778,neutral
2779,contradiction
2780,contradiction
2781,neutral
2782,contradiction
2783,contradiction
2784,neutral
2785,neutral
2786,entailment
2787,entailment
2788,neutral
2789,neutral
2790,neutral
2791,entailment
2792,contradiction
2793,entailment
2794,entailment
2795,entailment
2796,contradiction
2797,neutral
2798,contradiction
2799,neutral
2800,contradiction
2801,neutral
2802,entailment
2803,contradiction
2804,entailment
2805,neutral
2806,neutral
2807,neutral
2808,entailment
2809,neutral
2810,neutral
2811,neutral
2812,contradiction
2813,neutral
2814,entailment
2815,entailment
2816,neutral
2817,entailment
2818,neutral
2819,neutral
2820,neutral
2821,contradiction
2822,entailment
2823,contradiction
2824,contradiction
2825,contradiction
2826,neutral
2827,contradiction
2828,entailment
2829,contradiction
2830,entailment
2831,entailment
2832,entailment
2833,entailment
2834,entailment
2835,entailment
2836,neutral
2837,neutral
2838,neutral
2839,entailment
2840,entailment
2841,neutral
2842,neutral
2843,contradiction
2844,entailment
2845,contradiction
2846,contradiction
2847,contradiction
2848,neutral
2849,entailment
2850,neutral
2851,neutral
2852,entailment
2853,contradiction
2854,contradiction
2855,entailment
2856,neutral
2857,contradiction
2858,neutral
2859,contradiction
2860,entailment
2861,entailment
2862,entailment
2863,contradiction
2864,contradiction
2865,contradiction
2866,neutral
2867,neutral
2868,neutral
2869,entailment
2870,entailment
2871,neutral
2872,neutral
2873,neutral
2874,neutral
2875,contradiction
2876,entailment
2877,contradiction
2878,contradiction
2879,contradiction
2880,neutral
2881,neutral
2882,entailment
2883,contradiction
2884,contradiction
2885,contradiction
2886,neutral
2887,neutral
2888,neutral
2889,entailment
2890,entailment
2891,contradiction
2892,neutral
2893,entailment
2894,entailment
2895,neutral
2896,contradiction
2897,contradiction
2898,neutral
2899,entailment
2900,contradiction
2901,neutral
2902,neutral
2903,contradiction
2904,contradiction
2905,contradiction
2906,neutral
2907,entailment
2908,contradiction
2909,contradiction
2910,contradiction
2911,entailment
2912,contradiction
2913,entailment
2914,entailment
2915,contradiction
2916,contradiction
2917,entailment
2918,entailment
2919,neutral
2920,contradiction
2921,neutral
2922,contradiction
2923,contradiction
2924,contradiction
2925,entailment
2926,neutral
2927,neutral
2928,entailment
2929,contradiction
2930,neutral
2931,neutral
2932,entailment
2933,neutral
2934,contradiction
2935,neutral
2936,neutral
2937,contradiction
2938,neutral
2939,entailment
2940,neutral
2941,entailment
2942,entailment
2943,neutral
2944,neutral
2945,neutral
2946,contradiction
2947,contradiction
2948,contradiction
2949,neutral
2950,contradiction
2951,contradiction
2952,entailment
2953,neutral
2954,entailment
2955,entailment
2956,entailment
2957,contradiction
2958,neutral
2959,contradiction
2960,neutral
2961,neutral
2962,entailment
2963,neutral
2964,entailment
2965,entailment
2966,entailment
2967,neutral
2968,contradiction
2969,neutral
2970,contradiction
2971,contradiction
2972,contradiction
2973,neutral
2974,entailment
2975,neutral
2976,neutral
2977,neutral
2978,neutral
2979,entailment
2980,contradiction
2981,contradiction
2982,neutral
2983,contradiction
2984,contradiction
2985,contradiction
2986,contradiction
2987,contradiction
2988,entailment
2989,contradiction
2990,contradiction
2991,contradiction
2992,neutral
2993,neutral
2994,contradiction
2995,entailment
2996,entailment
2997,neutral
2998,neutral
2999,entailment
3000,neutral
3001,contradiction
3002,entailment
3003,entailment
3004,entailment
3005,neutral
3006,neutral
3007,neutral
3008,neutral
3009,neutral
3010,neutral
3011,neutral
3012,neutral
3013,neutral
3014,neutral
3015,neutral
3016,neutral
3017,neutral
3018,neutral
3019,neutral
3020,entailment
3021,contradiction
3022,contradiction
3023,contradiction
3024,entailment
3025,contradiction
3026,contradiction
3027,entailment
3028,entailment
3029,neutral
3030,neutral
3031,entailment
3032,entailment
3033,contradiction
3034,neutral
3035,contradiction
3036,neutral
3037,entailment
3038,neutral
3039,neutral
3040,neutral
3041,contradiction
3042,contradiction
3043,contradiction
3044,entailment
3045,entailment
3046,neutral
3047,contradiction
3048,neutral
3049,entailment
3050,entailment
3051,neutral
3052,contradiction
3053,entailment
3054,entailment
3055,neutral
3056,entailment
3057,contradiction
3058,contradiction
3059,neutral
3060,neutral
3061,entailment
3062,entailment
3063,contradiction
3064,entailment
3065,entailment
3066,entailment
3067,contradiction
3068,neutral
3069,neutral
3070,neutral
3071,entailment
3072,entailment
3073,contradiction
3074,neutral
3075,contradiction
3076,contradiction
3077,neutral
3078,neutral
3079,contradiction
3080,contradiction
3081,entailment
3082,neutral
3083,neutral
3084,neutral
3085,contradiction
3086,entailment
3087,entailment
3088,contradiction
3089,entailment
3090,entailment
3091,neutral
3092,neutral
3093,entailment
3094,neutral
3095,contradiction
3096,neutral
3097,neutral
3098,contradiction
3099,entailment
3100,contradiction
3101,entailment
3102,contradiction
3103,neutral
3104,contradiction
3105,contradiction
3106,entailment
3107,contradiction
3108,neutral
3109,neutral
3110,neutral
3111,contradiction
3112,entailment
3113,entailment
3114,entailment
3115,contradiction
3116,neutral
3117,neutral
3118,entailment
3119,contradiction
3120,contradiction
3121,neutral
3122,entailment
3123,entailment
3124,entailment
3125,entailment
3126,neutral
3127,neutral
3128,entailment
3129,contradiction
3130,contradiction
3131,contradiction
3132,contradiction
3133,entailment
3134,entailment
3135,contradiction
3136,entailment
3137,neutral
3138,contradiction
3139,entailment
3140,contradiction
3141,contradiction
3142,contradiction
3143,entailment
3144,contradiction
3145,contradiction
3146,neutral
3147,entailment
3148,contradiction
3149,neutral
3150,entailment
3151,entailment
3152,contradiction
3153,contradiction
3154,contradiction
3155,contradiction
3156,contradiction
3157,neutral
3158,entailment
3159,neutral
3160,contradiction
3161,neutral
3162,neutral
3163,neutral
3164,entailment
3165,contradiction
3166,neutral
3167,contradiction
3168,entailment
3169,entailment
3170,entailment
3171,contradiction
3172,neutral
3173,neutral
3174,neutral
3175,neutral
3176,neutral
3177,neutral
3178,neutral
3179,entailment
3180,neutral
3181,entailment
3182,neutral
3183,neutral
3184,contradiction
3185,entailment
3186,entailment
3187,neutral
3188,neutral
3189,neutral
3190,neutral
3191,contradiction
3192,contradiction
3193,entailment
3194,contradiction
3195,neutral
3196,contradiction
3197,contradiction
3198,entailment
3199,entailment
3200,contradiction
3201,neutral
3202,entailment
3203,entailment
3204,entailment
3205,contradiction
3206,neutral
3207,entailment
3208,contradiction
3209,entailment
3210,contradiction
3211,contradiction
3212,neutral
3213,contradiction
3214,entailment
3215,neutral
3216,contradiction
3217,neutral
3218,entailment
3219,contradiction
3220,contradiction
3221,neutral
3222,contradiction
3223,contradiction
3224,contradiction
3225,contradiction
3226,contradiction
3227,contradiction
3228,neutral
3229,contradiction
3230,neutral
3231,contradiction
3232,neutral
3233,entailment
3234,contradiction
3235,contradiction
3236,neutral
3237,neutral
3238,contradiction
3239,neutral
3240,neutral
3241,neutral
3242,neutral
3243,neutral
3244,neutral
3245,entailment
3246,contradiction
3247,contradiction
3248,contradiction
3249,contradiction
3250,neutral
3251,entailment
3252,entailment
3253,neutral
3254,contradiction
3255,contradiction
3256,entailment
3257,contradiction
3258,entailment
3259,contradiction
3260,neutral
3261,entailment
3262,entailment
3263,contradiction
3264,neutral
3265,entailment
3266,contradiction
3267,entailment
3268,contradiction
3269,contradiction
3270,contradiction
3271,contradiction
3272,neutral
3273,entailment
3274,neutral
3275,contradiction
3276,contradiction
3277,contradiction
3278,neutral
3279,contradiction
3280,contradiction
3281,contradiction
3282,contradiction
3283,contradiction
3284,contradiction
3285,contradiction
3286,contradiction
3287,neutral
3288,entailment
3289,neutral
3290,contradiction
3291,neutral
3292,contradiction
3293,entailment
3294,contradiction
3295,contradiction
3296,neutral
3297,neutral
3298,neutral
3299,neutral
3300,neutral
3301,neutral
3302,neutral
3303,neutral
3304,neutral
3305,neutral
3306,neutral
3307,neutral
3308,neutral
3309,neutral
3310,neutral
3311,entailment
3312,entailment
3313,entailment
3314,entailment
3315,entailment
3316,contradiction
3317,contradiction
3318,entailment
3319,entailment
3320,contradiction
3321,contradiction
3322,entailment
3323,contradiction
3324,neutral
3325,entailment
3326,neutral
3327,neutral
3328,contradiction
3329,neutral
3330,contradiction
3331,entailment
3332,contradiction
3333,entailment
3334,entailment
3335,entailment
3336,contradiction
3337,entailment
3338,entailment
3339,entailment
3340,neutral
3341,contradiction
3342,neutral
3343,contradiction
3344,contradiction
3345,contradiction
3346,neutral
3347,contradiction
3348,neutral
3349,neutral
3350,neutral
3351,neutral
3352,neutral
3353,entailment
3354,neutral
3355,contradiction
3356,neutral
3357,entailment
3358,contradiction
3359,contradiction
3360,contradiction
3361,entailment
3362,entailment
3363,entailment
3364,entailment
3365,contradiction
3366,contradiction
3367,neutral
3368,neutral
3369,neutral
3370,neutral
3371,contradiction
3372,entailment
3373,entailment
3374,neutral
3375,entailment
3376,entailment
3377,neutral
3378,entailment
3379,entailment
3380,entailment
3381,entailment
3382,contradiction
3383,neutral
3384,neutral
3385,neutral
3386,contradiction
3387,contradiction
3388,neutral
3389,contradiction
3390,neutral
3391,entailment
3392,contradiction
3393,contradiction
3394,neutral
3395,contradiction
3396,neutral
3397,entailment
3398,neutral
3399,neutral
3400,entailment
3401,neutral
3402,entailment
3403,neutral
3404,entailment
3405,neutral
3406,neutral
3407,neutral
3408,entailment
3409,contradiction
3410,contradiction
3411,contradiction
3412,neutral
3413,neutral
3414,entailment
3415,entailment
3416,entailment
3417,neutral
3418,contradiction
3419,neutral
3420,neutral
3421,neutral
3422,entailment
3423,contradiction
3424,entailment
3425,neutral
3426,neutral
3427,neutral
3428,contradiction
3429,entailment
3430,contradiction
3431,entailment
3432,contradiction
3433,contradiction
3434,contradiction
3435,entailment
3436,contradiction
3437,entailment
3438,entailment
3439,neutral
3440,neutral
3441,contradiction
3442,contradiction
3443,contradiction
3444,neutral
3445,neutral
3446,neutral
3447,entailment
3448,contradiction
3449,entailment
3450,entailment
3451,entailment
3452,entailment
3453,neutral
3454,contradiction
3455,entailment
3456,entailment
3457,contradiction
3458,entailment
3459,entailment
3460,contradiction
3461,entailment
3462,neutral
3463,entailment
3464,contradiction
3465,contradiction
3466,contradiction
3467,contradiction
3468,contradiction
3469,contradiction
3470,entailment
3471,contradiction
3472,contradiction
3473,neutral
3474,neutral
3475,neutral
3476,neutral
3477,entailment
3478,contradiction
3479,neutral
3480,entailment
3481,contradiction
3482,contradiction
3483,neutral
3484,contradiction
3485,contradiction
3486,neutral
3487,contradiction
3488,contradiction
3489,contradiction
3490,contradiction
3491,contradiction
3492,entailment
3493,neutral
3494,entailment
3495,entailment
3496,contradiction
3497,neutral
3498,entailment
3499,contradiction
3500,neutral
3501,entailment
3502,entailment
3503,neutral
3504,entailment
3505,entailment
3506,neutral
3507,entailment
3508,entailment
3509,contradiction
3510,entailment
3511,neutral
3512,contradiction
3513,entailment
3514,entailment
3515,neutral
3516,neutral
3517,entailment
3518,neutral
3519,contradiction
3520,contradiction
3521,neutral
3522,neutral
3523,contradiction
3524,contradiction
3525,contradiction
3526,contradiction
3527,contradiction
3528,entailment
3529,entailment
3530,neutral
3531,contradiction
3532,entailment
3533,contradiction
3534,neutral
3535,entailment
3536,contradiction
3537,entailment
3538,contradiction
3539,entailment
3540,neutral
3541,neutral
3542,entailment
3543,contradiction
3544,entailment
3545,entailment
3546,entailment
3547,entailment
3548,entailment
3549,contradiction
3550,neutral
3551,contradiction
3552,contradiction
3553,contradiction
3554,contradiction
3555,contradiction
3556,entailment
3557,entailment
3558,contradiction
3559,entailment
3560,contradiction
3561,entailment
3562,neutral
3563,neutral
3564,neutral
3565,neutral
3566,contradiction
3567,contradiction
3568,entailment
3569,contradiction
3570,entailment
3571,neutral
3572,neutral
3573,contradiction
3574,contradiction
3575,entailment
3576,entailment
3577,contradiction
3578,entailment
3579,contradiction
3580,contradiction
3581,entailment
3582,neutral
3583,contradiction
3584,entailment
3585,neutral
3586,contradiction
3587,contradiction
3588,neutral
3589,neutral
3590,contradiction
3591,contradiction
3592,neutral
3593,entailment
3594,contradiction
3595,contradiction
3596,contradiction
3597,neutral
3598,contradiction
3599,entailment
3600,neutral
3601,contradiction
3602,neutral
3603,contradiction
3604,entailment
3605,contradiction
3606,neutral
3607,entailment
3608,entailment
3609,contradiction
3610,contradiction
3611,neutral
3612,contradiction
3613,contradiction
3614,entailment
3615,contradiction
3616,neutral
3617,entailment
3618,neutral
3619,neutral
3620,entailment
3621,contradiction
3622,entailment
3623,neutral
3624,contradiction
3625,contradiction
3626,contradiction
3627,entailment
3628,contradiction
3629,contradiction
3630,neutral
3631,entailment
3632,entailment
3633,entailment
3634,entailment
3635,contradiction
3636,entailment
3637,entailment
3638,neutral
3639,entailment
3640,contradiction
3641,contradiction
3642,neutral
3643,contradiction
3644,contradiction
3645,entailment
3646,neutral
3647,contradiction
3648,contradiction
3649,neutral
3650,neutral
3651,contradiction
3652,neutral
3653,contradiction
3654,neutral
3655,entailment
3656,entailment
3657,neutral
3658,neutral
3659,contradiction
3660,entailment
3661,entailment
3662,entailment
3663,neutral
3664,neutral
3665,neutral
3666,entailment
3667,contradiction
3668,contradiction
3669,entailment
3670,entailment
3671,contradiction
3672,contradiction
3673,neutral
3674,contradiction
3675,neutral
3676,contradiction
3677,contradiction
3678,entailment
3679,neutral
3680,entailment
3681,contradiction
3682,contradiction
3683,contradiction
3684,contradiction
3685,neutral
3686,entailment
3687,entailment
3688,contradiction
3689,contradiction
3690,neutral
3691,contradiction
3692,entailment
3693,contradiction
3694,neutral
3695,entailment
3696,entailment
3697,contradiction
3698,contradiction
3699,neutral
3700,contradiction
3701,contradiction
3702,contradiction
3703,entailment
3704,contradiction
3705,contradiction
3706,contradiction
3707,neutral
3708,entailment
3709,neutral
3710,neutral
3711,neutral
3712,neutral
3713,neutral
3714,contradiction
3715,contradiction
3716,neutral
3717,contradiction
3718,entailment
3719,contradiction
3720,neutral
3721,contradiction
3722,neutral
3723,contradiction
3724,entailment
3725,contradiction
3726,neutral
3727,entailment
3728,neutral
3729,entailment
3730,neutral
3731,neutral
3732,neutral
3733,contradiction
3734,entailment
3735,neutral
3736,neutral
3737,entailment
3738,neutral
3739,entailment
3740,entailment
3741,neutral
3742,entailment
3743,neutral
3744,entailment
3745,neutral
3746,neutral
3747,neutral
3748,entailment
3749,contradiction
3750,contradiction
3751,neutral
3752,neutral
3753,contradiction
3754,contradiction
3755,neutral
3756,neutral
3757,entailment
3758,neutral
3759,neutral
3760,neutral
3761,contradiction
3762,contradiction
3763,neutral
3764,neutral
3765,entailment
3766,neutral
3767,entailment
3768,entailment
3769,entailment
3770,entailment
3771,contradiction
3772,contradiction
3773,entailment
3774,entailment
3775,neutral
3776,contradiction
3777,entailment
3778,entailment
3779,entailment
3780,neutral
3781,neutral
3782,neutral
3783,contradiction
3784,neutral
3785,entailment
3786,contradiction
3787,entailment
3788,entailment
3789,entailment
3790,entailment
3791,contradiction
3792,contradiction
3793,entailment
3794,neutral
3795,neutral
3796,entailment
3797,neutral
3798,entailment
3799,entailment
3800,entailment
3801,neutral
3802,neutral
3803,neutral
3804,contradiction
3805,neutral
3806,entailment
3807,entailment
3808,neutral
3809,neutral
3810,entailment
3811,entailment
3812,entailment
3813,entailment
3814,entailment
3815,neutral
3816,entailment
3817,neutral
3818,neutral
3819,contradiction
3820,entailment
3821,entailment
3822,neutral
3823,entailment
3824,neutral
3825,contradiction
3826,contradiction
3827,entailment
3828,contradiction
3829,entailment
3830,contradiction
3831,neutral
3832,entailment
3833,entailment
3834,contradiction
3835,entailment
3836,contradiction
3837,contradiction
3838,entailment
3839,neutral
3840,entailment
3841,contradiction
3842,contradiction
3843,contradiction
3844,neutral
3845,contradiction
3846,entailment
3847,neutral
3848,entailment
3849,entailment
3850,neutral
3851,neutral
3852,contradiction
3853,contradiction
3854,entailment
3855,contradiction
3856,neutral
3857,entailment
3858,neutral
3859,entailment
3860,contradiction
3861,contradiction
3862,contradiction
3863,contradiction
3864,contradiction
3865,contradiction
3866,entailment
3867,contradiction
3868,neutral
3869,contradiction
3870,neutral
3871,entailment
3872,entailment
3873,entailment
3874,entailment
3875,entailment
3876,entailment
3877,entailment
3878,neutral
3879,entailment
3880,contradiction
3881,neutral
3882,entailment
3883,neutral
3884,entailment
3885,contradiction
3886,neutral
3887,entailment
3888,contradiction
3889,entailment
3890,entailment
3891,entailment
3892,contradiction
3893,contradiction
3894,contradiction
3895,neutral
3896,contradiction
3897,neutral
3898,neutral
3899,neutral
3900,neutral
3901,neutral
3902,entailment
3903,contradiction
3904,neutral
3905,neutral
3906,entailment
3907,neutral
3908,entailment
3909,contradiction
3910,contradiction
3911,contradiction
3912,contradiction
3913,contradiction
3914,neutral
3915,entailment
3916,neutral
3917,contradiction
3918,neutral
3919,neutral
3920,entailment
3921,neutral
3922,contradiction
3923,entailment
3924,entailment
3925,contradiction
3926,contradiction
3927,contradiction
3928,entailment
3929,entailment
3930,neutral
3931,neutral
3932,contradiction
3933,neutral
3934,entailment
3935,neutral
3936,contradiction
3937,contradiction
3938,contradiction
3939,neutral
3940,neutral
