4236,A boat worker securing line.,The boat worker is swimming in the ocean.,contradiction
4237,Two people in blue shirts using a megaphone.,Two people addressing a gathered crowd.,neutral
4238,A young man wearing a black shirt is posing for a picture in a museum.,A young man is with his family in a museum.,neutral
4239,a woman in black is pulling black clothes out of the dryer.,A petite woman wearing a black dress pulls clothes from her Maytag dryer.,neutral
4240,A dog jumps over a log in the woods.,A big dog jumps over a log in the woods.,neutral
4241,A little girl cuddles a kitten while she looks at Christmas presents and an older woman looks on.,It is easter,contradiction
4242,Line of taxis waiting for passengers.,Taxis wait for passengers at the airport.,neutral
4243,"The players of the baseball team are standing on the field, with many people watching from the stands.",A baseball team takes the field to start a game.,neutral
4244,"A woman with short hair in what appears to be a busy public complex, with a purse slung over her shoulder.",A young woman is waiting for the train.,neutral
4245,a woman playing volleyball wearing a neon swimsuit top.,A woman practices for her volleyball tournament,neutral
4246,A young boy and girl hug and smile.,youth enjoying,neutral
4247,Two girls climb on an iceburg climbing device that is floating in water.,A crowd is watching a show in the desert.,contradiction
4248,A man wearing a striped shirt is outside painting with a view of hills and water.,The man is fat,neutral
4249,Asian city scene of people in street with bright lights and glass buildings behind.,There are people in an urban area.,entailment
4250,A woman is handling meat from a clear glass meat cage while standing before a wooden counter with a large metal bowl on it.,"Female chef preparing meat at a large wooden counter, with seasonings in a bowl.",neutral
4251,A bald man plays guitar while a spotlight is on him.,A bald man plays guitar.,entailment
4252,A baseball player hitting a ball.,2 basketball players,contradiction
4253,A young man wearing a backpack and dark glasses approaches the brick building where there is a bit of graffiti on the wall.,The young man has glasses on his face.,entailment
4254,A spotted black and white dog splashes in the water.,the dog is in the water,entailment
4255,A happy little Asian girl is holding a water bottle.,An Asian girl holds a bottle.,neutral
4256,A tan dog jumping up at a woman in a skirt and a black and tan dog walking away.,The woman jumps down at the dog.,contradiction
4257,A boy and his father go walking in cowboy clothing.,Two people are dressed like cowboys.,entailment
4258,People lining up and getting ready for Flag day in France.,People are starting to buy flags.,neutral
4259,A man wearing an Alaska sweatshirt and a baseball cap is buying lottery tickets.,Dogs are not paying,contradiction
4260,In a martial arts demonstration a man with two swords faces a woman with a Chinese spear.,the two people are eating food,contradiction
4261,A soccer team wearing light blue gets in a huddle during a match.,A rabbit is hopping through the grass.,contradiction
4262,A man in a black and white suit is juggling rings in the street while spectators are cheering him on.,A man is checking his ATM account.,contradiction
4263,A group of people including a man in a navy shirt and a woman in a bathing suit are on a boat with scuba diving equipment.,"A man and a woman are jumping onto land,  off of the boat with scuba diving equipment.",contradiction
4264,"A man in a suit is painting a picture while outside, a clock can be seen in the background above the hedges.",The man is painting a picture for his client.,neutral
4265,Some people are swimming in water; one has goggles on.,No one is wearing goggles.,contradiction
4266,A man is driving some sort of vehicle wearing a bright orange vest.,A man is driving.,entailment
4267,Toddler with milk around his mouth.,A child was making a mess with milk.,entailment
4268,Firemen emerge from a subway station.,Firemen walking outside,entailment
4269,Number 12 in orange gets ready to throw the football.,A soccer player kicks the ball.,contradiction
4270,Two young girls are outside in dresses.,Two young girls are not outside,contradiction
4271,A woman with an umbrella following a car on a billboard.,A woman is on an advertisement.,neutral
4272,Two women are standing with ski poles in deep snow.,Two men are standing in snow.,contradiction
4273,A couple dressed in hoodies kissing on the beach.,there is a couple in love,neutral
4274,A large lady and an elderly lady are waiting at a bus stop.,Two friends are at the bus stop.,neutral
4275,A man and woman are walking down the street holding hands.,A man and woman are walking down opposite sides of the street.,contradiction
4276,The silhouette of a person jumping in the air during a sunset.,A person sitting on the ground in the middle of the day.,contradiction
4277,A woman dressed in all black and wearing a headset makes a coffee drink.,The woman has blond hair.,neutral
4278,Rural farm workers unloading the crops from one boat to another.,Rural farm workers talk to each other while they're working.,neutral
4279,A few men sprint across the grass in competition with one another.,They were racing each other because it was fun.,neutral
4280,Bicyclists waiting at an intersection.,Bicyclists riding along a freeway.,contradiction
4281,A woman and man with bikes stand by a man with a guitar in front of a large building with a balcony.,A couple are skateboarding around town together.,contradiction
4282,A man on a small bicycle performing a trick on a wall covered with graffiti.,A man is riding a bicycle up a graffiti covered wall.,entailment
4283,"A man in blue shorts, with a tattoo on his right side, and wearing an iPod on his left arm, jogs down the street.",A man is painting with his wife.,contradiction
4284,"cyclists lean into a turn, behind them is a barricade and behind that are people watching the cycling race.",lady looks at tv,contradiction
4285,A man sitting upon a roof is using a tool.,A person using a tool,entailment
4286,Two elderly people sing in microphones while playing instruments.,The people are singing on stage.,neutral
4287,a small brown and white dog jumping off of a tree stump,A kitten is chasing a mouse through the woods.,contradiction
4288,A young woman tries to stick her foot in a fountain.,The woman is riding a train.,contradiction
4289,A shot-on-goal action photo of soccer players in red and black uniforms.,a decisive moment in a soccer game is frozen in photo.,neutral
4290,Workers are eating a meal while one man sits on a pile of plywood.,Workers are talking and sitting on metal beams.,contradiction
4291,A baby boy sleeps in a stroller.,The little baby boy is laughing.,contradiction
4292,Construction workers pose for a picture on a work site.,Dancers pose for a picture.,contradiction
4293,African children sit waving in teal classroom with red benches and tables.,Children are sitting inside.,entailment
4294,Two people are standing in a room one of whom is smoking the shots are of the back of the foreground person.,There is smoke in the room.,entailment
4295,A girl leaning against a woman's shoulder while sitting on a bench.,A woman and a girl are sitting beside each other on a bench.,entailment
4296,Customers buy cut raw fish at the market.,People are buying fish.,entailment
4297,"A young women with long brown hair looks to the left and wears a blue ""Hollister"" shirt.","A woman is wearing a ""Hollister"" shirt.",entailment
4298,A man in a white jacket standing in front of an older woman in a white jacket playing crochet.,The man was wearing a black jacket.,contradiction
4299,A girl in a pink tank top and green pants is running through a field of tall flowers.,A girl in a blue dress is sitting under a tall tree.,contradiction
4300,"Group of older women wearing purple and red clothes, chili peppers jewelry, and large sombreros, sitting on a brick bench.",The women are sitting together.,entailment
4301,Two women standing under an umbrella.,a couple of friends share an umbrella on a rainy day,neutral
4302,"A man in jeans, a t-shirt, and a baseball cap is lying down on a wooden floor.",There is a man lying on the floor.,entailment
4303,"Group of older women wearing purple and red clothes, chili peppers jewelry, and large sombreros, sitting on a brick bench.",There are women running down the street.,contradiction
4304,Someone riding sideways on a motorcycle.,Someone is riding side saddled on a motor bike.,entailment
4305,A tan dog is running fast through tall green grass.,A dog chasing squirrels through tall green grass.,neutral
4306,A woman with glasses sitting at an inside table smiling at something with a glass of milk on the table in front of her.,The lady enjoys orange juice with her breakfast.,contradiction
4307,A toddler girl in a flowered skirt is chewing on a toy.,Toddler drinks from a sippy-cup.,contradiction
4308,A girl wearing a blue short and yellow shirt uniform throws a yellow softball while a girl in a black and red short uniform and red helmet runs.,A girl is throwing a ball while another girl runs.,entailment
4309,A man wearing cutoff jeans and green sneakers sits with one leg crossed across the other one.,A man is wearing sunglasses.,neutral
4310,A group of people sitting around a coffee table covered in beer bottles.,A group of people sitting around a coffee table with beer bottles.,entailment
4311,Bridesmaids and bride grooms are posing for a photo with the couple getting married.,A coupel posing with the bride and grrom.,neutral
4312,A nurse treating a child with cleft palate.,child got hurt on bike,neutral
4313,City workers are working on the subway.,people are working outside,neutral
4314,A young male dumps the extra water out of his small motorboat.,The man is sleeping inside his house.,contradiction
4315,Elderly person blowing bubbles outside.,A grandfather is entertaining his grandchild.,neutral
4316,Two Indian people are dancing at a wedding with flower petals all over the floor.,Two Indian people people dancing at a wedding.,entailment
4317,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A young boy and some cattle are on a dirt road.,entailment
4318,A greyhound dog wearing a yellow and black shirt runs along a dirt racetrack.,A dog is running a race.,neutral
4319,A girl wearing a mask rides on a man's shoulders through a crowded sidewalk.,The girl is wearing sunglasses and riding a scooter.,contradiction
4320,A lady with a green shirt and tan shorts is picking out strawberries and putting them in a plastic bag.,A lady in shirt and shorts picks strawberries and puts them in a bag,entailment
4321,Girls are playing basketball.,There are girls performing a physical activity.,entailment
4322,Two young boys are playing with two toddler girls.,Two boys are outside playing with their young cousins.,neutral
4323,Soccer teams play on a field as the sun sets behind a line of trees.,Soccer teams are competing outdoors.,entailment
4324,"An elderly person is getting their haircut by another person wearing a cap, in front of a sign with Chinese characters.",A person is getting hair extensions.,contradiction
4325,Two girls wearing dresses are standing on a bricked sidewalk.,The girls are outside on a street.,entailment
4326,"Two people, with buildings behind them, are standing near a blue car with two doors open.",The car is orange.,contradiction
4327,Men having a tree carving contest.,Men are having a tree carving contest in July.,neutral
4328,"A young boy, a young girl, an older woman and a man gather for a meal",The people are gathered to eat.,entailment
4329,Black woman with her baby tied to her back writing on a chalkboard.,The black woman has a baby.,entailment
4330,A crowd in an auditorium is watching as an older man is having his facial hair trimmed by another man.,There is no crowd in the auditorium.,contradiction
4331,A woman in a blue shirt is sitting at a table and looking at her cellphone.,a woman looking at her cellphone call log,neutral
4332,A man in a blue shirt pushing a shopping cart.,The man does not have anything to buy.,contradiction
4333,Young girl wearing gray and pink sweater and leather boots shields her face from the camera.,a girl doesnt want her boyfriend to know she was out,neutral
4334,The man wearing a colorful outfit is holding something in both hands and smiling for the camera.,The man is asleep.,contradiction
4335,A girl with glasses listening to earbuds.,The music was loud.,contradiction
4336,A woman dressed as the mermaid Ariel next to a phone booth.,A woman dressed at cinderella.,contradiction
4337,Two dogs biting on a Frisbee in the pond.,The animals are outside.,entailment
4338,a brown and black dog jumping through a field of long blades of grass,a dog is jumping,entailment
4339,"An elderly woman, and two young men talking on a bus.",A grandma is talking to her grandsons on a bus.,neutral
4340,A man is pushing a bicycle kart with various drinks on it.,A man pushes a cart.,entailment
4341,A ESPN cameraman films a baseball player hitting a ball during a game.,The person is playing baseball.,entailment
4342,There are four individuals standing together in a line at the waters edge wearing black diving gear with red and black flippers.,"The four individuals are ready to sacrifice themselves to Triton, the god of the sea.",contradiction
4343,"Two men, one standing and one seated on the ground are attempting to wrangle a bull as dust from the action is being kicked up.",A rodeo clown tries to save a rider from a bull.,neutral
4344,A priest rubs a cross on a man's forehead.,two men are skydiving,contradiction
4345,A large brown and a small white dog play indoors on a carpet.,The pets are playing a game in the living room.,neutral
4346,A woman works a project with thread in hand.,A dog plays in the mud.,contradiction
4347,Four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair.,The four players are handicapped.,neutral
4348,Three young people planting flowers and covering the area with a tarp.,Some men are playing video games inside.,contradiction
4349,A dancer in a red costume has her hands raised up to form a shape.,A dancer is in a posed position.,entailment
4350,"A woman in a red and white dress standing next to a man in a pink shirt, purple vest, and brown hat.",A man and woman are standing together at a ball.,neutral
4351,A boy stands alone in a classroom.,The guy is alone in the room.,entailment
4352,A scuba diver holds up a small lobster underwater.,A scuba diver is in the water.,entailment
4353,Three dogs are standing in the grass and a person is sitting next to them,Three cats are standing in the grass and a person is sitting next to them,contradiction
4354,A group of people including a man in a navy shirt and a woman in a bathing suit are on a boat with scuba diving equipment.,A man and woman are on a boat with scuba diving equipment.,entailment
4355,A young woman spins on the ice of a busy lake,A young woman is standing next to an icy lake.,contradiction
4356,A man wearing blue jeans and red bowling shoes stands in a bowling alley lane with a green ball in his hand.,The man is bowling with his bowling group tonight.,neutral
4357,A couple pose in front of a fountain.,They are waiting to be picked up by aliens,contradiction
4358,A red-haired man dancing.,The man is dancing.,entailment
4359,A girl doing a split handstand on the beach during the day with a amusement park in the background.,A young gymnast doing handstand on the Miami Beach.,neutral
4360,Laboratory technicians are checking out some samples.,Some scientists are checking their work.,entailment
4361,A person walking down the street in a brown jacket and orange hat in front of a building with a blue balcony.,The man in the picture is outside,entailment
4362,Little girl in her bridesmaid dress sitting down with the bouquet.,The girl is getting married.,contradiction
4363,A woman in black and red softball gear is running along a sanded track while two women in yellow jerseys are in the middle of throwing a ball.,The picture shows a softball game.,neutral
4364,A girl in a blue dress sitting on the ground eating cotton candy.,The girl is wearing blue.,entailment
4365,A young woman is playing the violin.,The violin sounds beatuful.,neutral
4366,"A driver caught by the police, awaiting his ticket.",A driver being pulled over.,entailment
4367,a woman in black is pulling black clothes out of the dryer.,Two guys lift a refrigerator up the steps.,contradiction
4368,A woman wearing a green headscarf laughs while a woman in the background paddles a boat.,A man is angered by an insult.,contradiction
4369,A dance couple dancing on a dance floor with strobe lights flashing.,Dance couple dancing on dance floor on their marriage,neutral
4370,Girls in a line do a dance.,There are girls in a line.,entailment
4371,A black man is pulling a blue shirt while distracted.,The man is touching a shirt.,entailment
4372,"Two elderly people wearing blue shirts are sitting by a rock formation, socializing while they eat.",Jupiter seen through a telescope.,contradiction
4373,Three people singing on a stage.,Three people are playing flutes.,contradiction
4374,Several women sit holding handrails on an incline shuttle.,There are ladies going somewhere.,entailment
4375,Two asian females go walking.,Two caucasians are walking,contradiction
4376,4 people standing next to a fire cooking a meal,The group is waiting for the food to be done.,entailment
4377,Three children sitting at desks.,Three children are sitting in a classroom.,neutral
4378,Group of people in the wilderness packing boxes full of food.,Nobody is packing,contradiction
4379,"In a bowling alley, a man holding a green bowling ball looks ahead at the pins that he must knock down.",The man is bowling with a frozen turkey.,contradiction
4380,Two boys play with Legos.,children arranging blocks.,entailment
4381,A woman wearing orange looking upward.,A woman gazes at her shoes,contradiction
4382,Older man playing accordion on a street.,An adult is throwing change into a hat.,contradiction
4383,Toddler with milk around his mouth.,The child was well groomed.,contradiction
4384,an African boy drives his team of oxen down a dirt road.,The boy holding an umbrella has he drives his animals down a dirt road in the pouring rain.,neutral
4385,A man in blue shorts and without a shirt is jogging down the road while listening to his iPod.,The man is running.,entailment
4386,Two women are walking through an urban setting with camping equipment.,The two women have just returned home from camping.,neutral
4387,White small child wearing a brown and gray striped hoodie plays at park.,A child plays at a park.,entailment
4388,"A girl, perhaps around five, wearing white shorts, red and white top and carrying a red balloon, is standing outside of a wooden building, looking inside.",the girl has a balloon,entailment
4389,An elderly man wearing a hat and jacket is bicycling down a brick paved path while sunlight streams through autumn trees ahead.,The man is outdoors.,entailment
4390,A steel worker on the job.,He is working to help make steel.,entailment
4391,Two women in black dresses covered in white artwork stand together in the grass while one holds a white mug.,Two women are going to board a plane.,contradiction
4392,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A man and two children are wrapped up in sleeping bags on a kitchen floor.,neutral
4393,A group of people running a bicycle race past a red building.,Three people run past a red building,neutral
4394,"A farm woman wearing blue waders, a pink shirt, and a straw hat is harvesting rice in a paddock.",There is a cow providing assistance with the rice harvest.,contradiction
4395,"A man in shorts, on a bicycle, rides along side a wave-crashing waterfront while his leashed dog is to his right hand side.",The man is carrying the dog in his lap.,contradiction
4396,"A varied crowd mills about (or rough-houses) on a public street, with lots of bicycles on display.",a crowd of people play around on a street that has bicycles on display,entailment
4397,An old man on a bicycle riding along a wooded country road with sun filtering through the treetops.,A old man outside on a bike in the day time.,entailment
4398,A woman sits in the sun on some large rocks in the middle of a pond.,The woman is sinking in the water.,contradiction
4399,Three friends hanging out mid jump on a beach.,The friends are on the beach.,entailment
4400,A man and a woman having an intimate conversation in front a statue.,A couple are discussing vacation plans,neutral
4401,A girl in a green and white striped hat looking down in front of a wall decorated with a painting of a man's face.,a girl is looking down from a wall,entailment
4402,Three people are standing in the snow preparing an ice fishing boat.,People are getting a fishing boat ready for a day of fishing.,neutral
4403,A waterskiing man on something similar to a snowboard perches on a rail obstacle with just the tip of the board.,A waterskiing woman is on a rail obstacle.,contradiction
4404,A group of people and a dog sitting on concrete bleachers.,A group of people and a dog are attending a football game.,neutral
4405,"A group of people, one holding a yellow and blue umbrella, are standing at the top of some stairs.",One person wields an umbrella.,entailment
4406,a man and woman have matching tattoos.,Two people have body art.,entailment
4407,A man and a woman are standing in the middle of the highway looking at motorcycles on the road as traffic is passing.,A couple stand looking at their crashed motorcycles as no one stops to help,neutral
4408,A man and a woman look to their left near a liquor store.,Husband and wife near a liquor store,neutral
4409,A man with a red helmet in doing a trick on a gray motorcycle.,The man is performing in front of a crowd.,neutral
4410,A man wearing black is playing an electric guitar at a concert.,A man is playing the guitar.,entailment
4411,A woman in a floral dress talks to children in front of a van.,A lady in a dress is taking kids to a museum.,neutral
4412,several workers standing in a partially constructed building behind street sign,Several workers sit in a partially constructed building.,contradiction
4413,Five men wearing construction hats are at a construction site.,Five men are working construction.,entailment
4414,Several young people sit at a table playing poker.,They are betting money on the poker game.,neutral
4415,A group of girls is eating out on a deck.,A group of men eating inside,contradiction
4416,A line of people is forming in front of a tent that appears to be closed to the public.,People are standing in line.,entailment
4417,A smiling family congregate around a water spout in a pasture.,A group of related people are outside.,entailment
4418,"Group of older women wearing purple and red clothes, chili peppers jewelry, and large sombreros, sitting on a brick bench.",There are women sitting on a bench.,entailment
4419,Customers are waiting for service at a takeout window.,Customers are eating at a take out windown on their lunch break.,neutral
4420,A bunch of people watching a child in the bathtub.,The child was watching a bunch of people take a bath,contradiction
4421,A group of women in red shirts singing together.,The women are outside,neutral
4422,Workers are at work under scaffolding.,Working under extreme conditions,neutral
4423,Man walking while wearing snowshoes with a mountain in the background.,It is storming outside.,contradiction
4424,A man playing the guitar is jumping.,The man rows the boat down the river.,contradiction
4425,The white dogs look curiously at the black llama.,THe white dogs look at a llama,entailment
4426,A man is looking into a telescope over a balcony.,A man sees a bird in a tree.,entailment
4427,Two women looking at information in a spiral booklet.,Two people are checking out the handbook.,neutral
4428,"A lady bowling, with her right leg pointing towards her back.",A lady bowling with leg pointing back.,entailment
4429,Kids playing in a tub of plastic balls.,The children sat at desks.,contradiction
4430,Young girl wearing gray and pink sweater and leather boots shields her face from the camera.,Young girl wears gray and pink sweater hides her face from the camera.,entailment
4431,"A band called ""The Early November"" giving a concert to a crowded room.",A band gives a concert to a crowd.,entailment
4432,"A child and a grownup, each wearing hats, play by the ocean.",A child and a grownup celebrate a birthday by the ocean.,neutral
4433,"Outside by the trees, a woman wearing jeans and red jacket throws something for a German shepherd to chase.",A woman throws a ball for a german sheherd to chase,neutral
4434,The man holds the child while the child pets a brown horse.,The sad man holds the child while the child pets a brown horse.,neutral
4435,Two girls wrapped in a blanket.,blanket is on fire,contradiction
4436,two teenage females are posing near a body of water.,THey are outside.,entailment
4437,A male swimmer in a blue bikini holding goggles.,A male is holding goggles.,entailment
4438,The gentlemen wait not speaking to one another.,the gentlemen wait,entailment
4439,A skateboarder at a skate park attempting a rail slide trick.,A person on a skateboard does a trick.,neutral
4440,"In front of a seated crowd, a man with a gray beard receives a beard trim from a younger man in a black shirt.",A woman gets her hair styled.,contradiction
4441,The Army also trained their man and also the man best friend.,The army train these people to sing.,contradiction
4442,"Women and a younger child riding on a carousal, both are wearing blue coats.",They are at home.,contradiction
4443,a sleeping man in a city area.,A woman sleeps in a high priced hotel.,contradiction
4444,A donkey is pulling the cart down the road.,The rooster was on top of the donkey.,contradiction
4445,Three construction workers posing with construction materials.,The workers are getting their picture taken.,neutral
4446,Man in business attire speaks into a microphone.,the man is speaking to a group of clients while he is on a stage,neutral
4447,A person in red sitting on a beach.,The person is at the beach.,entailment
4448,two female gymnast working up before their turn is up.,Two gymnasts are warming up.,entailment
4449,Some people walking and others sitting by a street corner.,Some people peddle wares on a corner while others walk past them.,neutral
4450,A young girl is shoveling snow in front of a house.,A girl shovels snow.,entailment
4451,A man and a woman are standing in the middle of the highway looking at motorcycles on the road as traffic is passing.,The man and woman are broke down.,neutral
4452,People on bicycles waiting at an intersection.,The people are trying to get to the convenience store across the street.,neutral
4453,A man and woman are running in a race.,"A man and woman compete in a all-gender race in a ""Battle of the sexes"" day.",neutral
4454,"A male chief in a restaurant kitchen, with a black hat on and a frying pain in his left hand, pouring the contents in the pain into bowels.",A male chief in a kitchen.,entailment
4455,Two kids in costumes sit on a concrete barrier.,Two kids are waiting to go trick or treating in their costumes.,neutral
4456,cheering for a very famous person,Shouting loudly for a person.,entailment
4457,A man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch.,There are three men in this picture,entailment
4458,A group of people are on a canyon.,People are on a canyon.,entailment
4459,Three people are standing in the snow preparing an ice fishing boat.,The people are inside a sauna.,contradiction
4460,"Three young children consisting of two girls and a boy who is holding an apple with a bite out of it, are posing on a scenic mountain view background.",Kids pose in front of a mountain background.,entailment
4461,A blond man is drinking from a public fountain.,The man is drinking coffee.,contradiction
4462,Elderly bald man with a beard playing the guitar in a band.,The band is eating lunch at their favorite cafe,contradiction
4463,A family between a van and fence,A family by a moving van.,neutral
4464,A man riding a dirt bike,The man is racing the dirt bike.,neutral
4465,Two men are deep in discussion next to a produce stand.,Two men are arguing.,neutral
4466,The Chines people are doing something.,The Chinese people are taking pictures.,neutral
4467,A white horse is pulling a cart while a man stands and watches.,An animal is walking outside.,entailment
4468,Three people are jogging together in a race.,There are three people in a race jogging together.,entailment
4469,Elderly bald man with a beard playing the guitar in a band.,The band is playing a benefit concert in the park.,neutral
4470,A flight attendant is demonstrating safety devices.,A worker is on the plane,contradiction
4471,The couple pushed the strollers across the wood bridge and the dogs followed.,People and their pets cross the river on a bridge.,neutral
4472,Two men and a woman watching smoke pour from a nearby building.,The apartment building is on fire.,neutral
4473,A man with white hair sitting.,The old man is resting after exercising.,neutral
4474,A woman with strawberry blond-hair decorates a tile in yellow and black.,A woman is weaving a basket.,contradiction
4475,Two men in business attire make conversation.,Two men in business attire make conversation about the weather.,neutral
4476,A group of men standing outside a pizza place.,A group of women standing outside a pizza place.,contradiction
4477,"Two woman playing a frisbee game, the frisbee in the air about to be caught by one of the women.",Two women are playing frisbee together.,entailment
4478,Several stall-shops selling various goods line a dimly-lit cobblestone street.,Stalls on a cobblestone street are selling goods.,entailment
4479,"The four Asian girls are standing on a street corner, all with bookbags on their shoulders.",twelve girls stand on a corner,contradiction
4480,A boy and his father go walking in cowboy clothing.,A man is riding his horse.,contradiction
4481,A 2 year old boy swings in the backyard.,A boy uses a swing at a play area.,neutral
4482,"Two young girls lay, face down, on grass and face the camera as they listen to an iPod near a folding chair and several purses.",The girls are wearing shoes.,neutral
4483,Couples and singles dancing with numbers attached to them.,People eating marshmallows.,contradiction
4484,an old lady and a child are sitting at an ornate green table whilst being served by food by an African person.,Two people are having a meal,entailment
4485,A man in a blue canoe paddling in the ocean.,A man paddles a canoe in the ocean.,entailment
4486,"A woman, a boy, and a dog are walking up a hill.",There is one person running on a flat road.,contradiction
4487,a white dog running down a path with a long stick in his mouth,The white dog is old.,neutral
4488,A view through a door into a small tiled room where a man and two children are asleep on the floor.,Three people are sleeping indoors on a floor.,entailment
4489,Woman sitting in tree with dove.,A woman is outside.,entailment
4490,"Boy skateboarding on residential street, falling farward with hands on the ground.",A boy is falling off his skateboard.,entailment
4491,A skier flies through the air.,a skier is out of control tumbling through the air,neutral
4492,a girl wearing a bright pink top is spinning a colorful ribbon around her body.,A girl in a pink top spins a ribbon.,entailment
4493,A man in a white shirt stands next to a metal cart with bamboo nearby.,a fireman fighting a fire,contradiction
4494,a boy in the water only sticking his head out of the water and smiling.,Outside is a water place with a boy submerged with only his head visible.,entailment
4495,"A french bike cab with no passengers, sitting by a crosswalk.",The french bike cab is sitting outdoors.,entailment
4496,A woman smiles tightly at a camera as another woman gestures to the right of her for the camera as a large group of people mingle behind them.,A woman is smiling at a camera,entailment
4497,A woman in black laying face down on a mat in a tranquil room.,A woman lies in a room that is dimly lit.,neutral
4498,white bird sitting in water spreading its wings,The bird is sitting in a tree.,contradiction
4499,A white dog running in the backyard.,The dog is sleeping.,contradiction
4500,A man flips his skateboard on a flat expanse of concrete.,A skateboarder doing tricks.,entailment
4501,Three little boys on a float in a river.,a trio of young boys play on  a river,entailment
4502,A team in red and black uniforms stand on each others' shoulders while crowd presses into them.,A team in red and black uniforms stand on each others' shoulders,entailment
4503,A barefoot young girl in a pink gown is asleep on a hard wood floor cuddling her baby doll.,The girl is inside.,entailment
4504,A young girl with a white painted face and red umbrella stands among flower petals.,The flowers are tulips.,neutral
4505,The tennis player is wearing a yellow and blue shirt and a blue headband.,A person is playing Tennis at Wimbledon.,contradiction
4506,"Five men, one wearing a white shirt standing on something, hanging up a picture of a child.",A group of men are hanging a picture on a wall.,entailment
4507,"Two women, each with a child, look at each other.",The kids are small,neutral
4508,"There are two guys in karate attire, one is kicking in the air.",Many students prepare for the quiz.,contradiction
4509,"The Houston Texans quarterback is executing a play-action play with the running back against the NFC North-worst Minnesota Vikings, who are big rivals with the elite Green Bay Packers.",the texans are about to score a touchdown,neutral
4510,A wedding party outside of a building.,Humans outside,entailment
4511,A man wearing straw hat is hiking while looking at the camera.,A man is hiking.,entailment
4512,"Here is a picture of locals hanging out in front of a store, talking on the phone and making sure their graffiti sign does n't get tagged.",The locals are inside eating dinner.,contradiction
4513,A woman dressed in a red costume belly dances among spectators.,A man belly dances.,contradiction
4514,"A lady bowling, with her right leg pointing towards her back.",A lady bowling drinks a soda.,contradiction
4515,A person in a brown jacket and red hat are walking by an adobe house with a blue door.,A person is sitting down.,contradiction
4516,Men in safety colors and hard hats in a construction area.,Men resting at a truck stop.,contradiction
4517,A man in blue cap is holding the net.,A man is wearing a blue cap,entailment
4518,An wedding party poses for a picture.,People gathered in office,contradiction
4519,A military man walks in front of a procession of people during a parade.,A man walks behind the parade.,contradiction
4520,"A group of Indian women are in a factory making clothes, sitting in front of old fashioned sewing machines.",Workers are making designer clothes inside a sweatshop.,neutral
4521,A lady wearing glasses and a blue shirt with a shoulder bag is about to take a picture with her camera.,The lady wearing glasses is holding a prepared camera.,entailment
4522,a large group of people in red uniforms are playing in a band.,The band is playing for a football game.,neutral
4523,A woman in a city is looking behind her.,a woman is looking behind her for her stalker.,neutral
4524,Cheerleaders are on the field cheering.,The cheerleaders are wearing blue.,neutral
4525,Two little boys are playing with toys.,The boys are wearing black shirts.,neutral
4526,A man sits on a bicycle harnessed to a metal pole.,A bicycle is attached to a pole.,entailment
4527,Three boys in different clothing are playing soccer.,three boys are playing soccer,entailment
4528,A man and a woman kissing outdoors.,A couple are expressing affection.,entailment
4529,Men in yellow and green suits dance in the street.,Men are dancing in the street.,entailment
4530,A man in a black shirt walking down a crowded street with a girl in a flower shirt and Capri pants following closely behind him.,The streets are empty.,contradiction
4531,Two women ogle another woman's jewelry.,the women ogle their possessions on christmas,neutral
4532,crowd of people walking down on old town street lined with shops.,A crown of people are inside,contradiction
4533,Young girl wearing gray and pink sweater and leather boots shields her face from the camera.,A girl does not want to have her picture taken.,neutral
4534,Multiple females sitting indian-style doing what appears to be textile work.,women are knitting,neutral
4535,People picking up trash in the park.,There is one person littering by himself in the park,contradiction
4536,A gymnasium athlete gets ready to start her gymnasium act.,The athlete is home playing video games.,contradiction
4537,"A giant inflatable ball, taller than a man, is chased by two men in orange shirts.",two men chase a giant ball that will pop if they don't catch it,neutral
4538,A woman and young child stand on the beach next to an ocean filled with sailboats.,A man is playing cards.,contradiction
4539,A young fair-skinned boy rides a play horse at a playground.,There is a child playing at a playground.,entailment
4540,A bull rider is trying to stay on a bull at a rodeo.,A rider is at the rodeo,neutral
4541,A person in a sweater sits looking at a book with a child on their lap.,A person in a t-shirt running down a road with their child.,contradiction
4542,"Three men work in an alley, while a woman watches from a balcony.",a couple of men are playing guitars,contradiction
4543,A group of people gathered around a brick building that has three men on top of it.,The men are making a lot of noise.,neutral
4544,A cook in the kitchen is preparing food,The cook did not prepare food.,contradiction
4545,"This girl is playing on an object which is yellow, green, red, and blue.",The girls plays on the object during class.,neutral
4546,A child holding a helium filled balloon is standing in front of what appears to be a construction site.,A child is flying in an airplane.,contradiction
4547,A man in red gear skiing with two skiers behind in him.,People are engaging in a winter sport.,entailment
4548,A woman gets water from a well in a nicely vegetated area.,A person drawing well water with lush vegetation all around.,entailment
4549,A greyhound dog wearing a yellow and black shirt runs along a dirt racetrack.,An animal is outside,entailment
4550,A man in a blue shirt is looking up.,A man in a red shirt is looking up.,contradiction
4551,A dog wearing a red harness runs across a field,The dog is outside.,entailment
4552,A man in a camel colored jacket.,The man is wearing a jacket.,entailment
